sample_path|masked_WER|masked_num_wrong_words|total_masked_num_words|true_trans|masked_trans|masked_plcmos|masked_OVRL_raw|masked_SIG_raw|masked_BAK_raw|masked_OVRL|masked_SIG|masked_BAK|masked_P808_MOS|target_OVRL_raw_bigvgan|target_OVRL_raw_hifi_gan|target_SIG_raw_bigvgan|target_SIG_raw_hifi_gan|target_BAK_raw_bigvgan|target_BAK_raw_hifi_gan|target_OVRL_bigvgan|target_OVRL_hifi_gan|target_SIG_bigvgan|target_SIG_hifi_gan|target_BAK_bigvgan|target_BAK_hifi_gan|target_P808_MOS_bigvgan|target_P808_MOS_hifi_gan|OVRL_raw_bigvgan|OVRL_raw_hifi_gan|SIG_raw_bigvgan|SIG_raw_hifi_gan|BAK_raw_bigvgan|BAK_raw_hifi_gan|OVRL_bigvgan|OVRL_hifi_gan|SIG_bigvgan|SIG_hifi_gan|BAK_bigvgan|BAK_hifi_gan|P808_MOS_bigvgan|P808_MOS_hifi_gan|plcmos_target_init_bigvgan|plcmos_target_init_hifi_gan|LSD_init_bigvgan|LSD_init_hifi_gan|STOI_init_bigvgan|STOI_init_hifi_gan|PESQ_init_bigvgan|PESQ_init_hifi_gan|WER_bigvgan|WER_hifi_gan|trans_bigvgan|trans_hifi_gan|num_wrong_words_bigvgan|num_wrong_words_hifi_gan|total_num_words_bigvgan|total_num_words_hifi_gan|plcmos_pred_bigvgan|plcmos_pred_hifi_gan|LSD_bigvgan|LSD_hifi_gan|STOI_bigvgan|STOI_hifi_gan|PESQ_bigvgan|PESQ_hifi_gan
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=40_skip=150_cp=112000_mel_text=False_phoneme-without-space_g2p-no-nn_lm-weight=0p3_ctc-weight=0p1/w1=1_w2=0.5_asr_start=320_mask=True/sample_404|8.3333|3|36|i do not know and can not say how you fine gentlemen define wickedness only as an obscure female i speak according to my lights and he is generally thought the wickedest man in this county|i do not know and can not say how you fine gentlemen find wickedness only as an obscure female i speak according to my lights that he is generally thought the greatest man in this county|3.4074|3.1121|3.6941|3.2747|2.8613|3.3689|3.4549|3.257|2.8065|3.23|3.7718|3.9409|2.6461|3.2017|2.6419|2.9392|3.4151|3.5121|2.9334|3.3871|3.6305|3.5646|2.4274|3.3266|3.7728|3.8978|2.0564|3.4888|2.3543|3.0045|3.4151|3.4875|2.3549|3.5986|3.5579|3.4911|4.085|3.816|5.601|5.689|0.711|0.73|1.611|1.514|8.333|8.333|i do not know and can not say how you fine gentlemen you find wickedness only as an obscure female i speak according to my lights but he is generally thought the wickedest man in this county|i do not know and can not say how you fine gentlemen you find wickedness only as an obscure female i speak according to my lights but he is generally thought the wickedest man in this county|3|3|36|36|4.279|4.01|1.228|1.288|0.877|0.878|2.25|2.134
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=40_skip=150_cp=112000_mel_text=False_phoneme-without-space_g2p-no-nn_lm-weight=0p3_ctc-weight=0p1/w1=1_w2=0.5_asr_start=320_mask=True/sample_19|11.9048|5|42|but such was his keenness that even while the wide flukes of his engorged victim were still sticking out at the corners of his beak his fierce red eyes were once more peering downward into the torrent in search of fresh prey|but such was his keenness even while the wide farts of his engorged victim were still sticking out at the corner of his beak his fierce red eyes were once more peering inward into the torrent in search of his prey|3.3385|3.9003|4.1024|4.3953|3.3672|3.6002|4.1327|3.9694|3.8223|3.8671|4.1313|4.1517|4.1163|4.2073|3.3211|3.3477|3.6156|3.6263|3.9966|4.0432|4.0756|4.1234|3.7787|3.9023|4.115|4.1774|4.0588|4.2465|3.2948|3.3684|3.6069|3.6397|3.9658|4.0623|4.1146|4.1906|4.039|4.189|5.848|5.872|0.715|0.743|1.467|1.32|7.143|7.143|but such was his keenness that even while the wide fonts of his engorged victim were still sticking out at the corners of his beak his fierce forked eyes were once more peering downward into the torrent in search of his prey|but such was his keenness that even while the wide fonts of his engorged victim were still sticking out at the corners of his beak his fierce forked eyes were once more peering downward into the torrent in search of his prey|3|3|42|42|3.932|4.182|1.272|1.313|0.882|0.883|2.214|2.225
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=40_skip=150_cp=112000_mel_text=False_phoneme-without-space_g2p-no-nn_lm-weight=0p3_ctc-weight=0p1/w1=1_w2=0.5_asr_start=320_mask=True/sample_1697|7.6923|3|39|classifying was everything to him so he knew nothing else well versed in the theory of classification he was poorly versed in its practical application and i doubt that he could tell a sperm whale from a baleen whale|classifying was everything to him so he knew nothing else well versed in the theory of classification he was 1st in its practical application and i doubt that he could tell a certain whale from a baleen whale|2.7904|3.8385|4.1274|4.1748|3.3304|3.6134|4.0261|3.2959|3.9496|4.1158|4.2519|4.3887|4.2483|4.3209|3.3961|3.4908|3.678|3.7456|4.0636|4.0987|3.8212|3.919|3.8532|4.1084|4.187|4.3962|4.1458|4.3013|3.3395|3.4867|3.6447|3.7493|4.012|4.0893|3.7992|3.9046|3.518|3.723|6.167|6.247|0.751|0.766|1.654|1.599|2.564|2.564|classifying was everything to him so he knew nothing else well versed in the theory of classification he was totally versed in its practical application and i doubt that he could tell a sperm whale from a baleen whale|classifying was everything to him so he knew nothing else well versed in the theory of classification he was totally versed in its practical application and i doubt that he could tell a sperm whale from a baleen whale|1|1|39|39|3.489|3.524|1.164|1.223|0.91|0.91|2.219|2.258
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=40_skip=150_cp=112000_mel_text=False_phoneme-without-space_g2p-no-nn_lm-weight=0p3_ctc-weight=0p1/w1=1_w2=0.5_asr_start=320_mask=True/sample_2068|25.0|9|36|before this travesty on the administration of law could be brought before the court of last resort and there meet with the reversal and rebuke it deserved men were imprisoned under sentences of many years duration|before this travesty administration of law got before the court of last resort and there met with the ritual and rebuke it deserved men were imprisoned under sentence for many years duration|2.8121|3.8019|4.0531|4.2247|3.3087|3.5739|4.051|3.6807|3.6939|3.7539|4.2291|4.1994|3.7542|3.9193|3.2425|3.2794|3.6663|3.6512|3.7876|3.8862|3.9789|4.0601|3.3811|3.4234|4.2375|4.2172|3.227|3.3076|3.0411|3.0715|3.6706|3.6603|3.4115|3.4846|3.928|3.9921|3.438|3.53|5.656|5.599|0.745|0.773|1.59|1.477|25.0|25.0|before this travesty the administration of law comes out before the court of lasresor and there met with the refusal and rebuke it deserved men were imprisoned under sentence of many years duration|before this travesty the administration of law comes out before the court of lasresor and there met with the refusal and rebuke it deserved men were imprisoned under sentence of many years duration|9|9|36|36|3.536|3.586|1.534|1.569|0.869|0.864|2.241|2.268
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=40_skip=150_cp=112000_mel_text=False_phoneme-without-space_g2p-no-nn_lm-weight=0p3_ctc-weight=0p1/w1=1_w2=0.5_asr_start=320_mask=True/sample_1119|18.1818|4|22|mister popham exaggerated nothing but on the contrary left much unsaid in his narrative of the family at the house of lords|mister popham accelerated nothing but on the contrary left much unseen his narrative of the family of the house of lords|2.988|3.6603|3.8761|4.3115|3.2221|3.4754|4.0935|3.7636|3.8498|3.8628|4.1705|4.2132|4.2616|4.1813|3.3375|3.3451|3.6361|3.6581|4.0701|4.0298|4.0451|3.9383|3.8023|3.8323|4.1141|4.1811|4.2411|4.1228|3.3091|3.327|3.6065|3.6417|4.06|3.9998|3.972|4.0118|4.275|4.022|5.308|5.355|0.719|0.731|1.582|1.456|4.545|4.545|mister popham exaggerated nothing but on the contrary left much unseen in his narrative of the family at the house of lords|mister popham exaggerated nothing but on the contrary left much unseen in his narrative of the family at the house of lords|1|1|22|22|4.294|4.153|1.322|1.342|0.868|0.864|2.206|2.161
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=40_skip=150_cp=112000_mel_text=False_phoneme-without-space_g2p-no-nn_lm-weight=0p3_ctc-weight=0p1/w1=1_w2=0.5_asr_start=320_mask=True/sample_500|12.5|5|40|the fancies of the neo platonists are only interesting to us because they exhibit a phase of the human mind which prevailed widely in the 1st centuries of the christian era and is not wholly extinct in our own day|the fancies of the new latinists are only interesting to us because they accepted a phase of the human mind which prevailed widely in the 1st centuries of the ancient era and is now wholly extinct in our own day|2.0763|3.0413|3.702|3.0209|2.8115|3.3735|3.2581|3.2434|2.692|3.0356|3.7118|4.067|2.5481|2.7747|2.5578|2.8072|3.3788|3.5806|2.8465|3.0515|3.5242|3.6037|2.6433|2.768|3.6975|3.8801|2.4863|2.5317|2.5212|2.6132|3.3704|3.4769|2.79|2.829|3.5144|3.6465|3.058|3.304|5.754|5.684|0.699|0.725|1.627|1.448|7.5|7.5|the fancies of the neo protatonists are only interesting to us because they accept a phase of the human mind which prevailed widely in the 1st centuries of the ancient era and is not wholly extinct in our own day|the fancies of the neo protagonists are only interesting to us because they accept a phase of the human mind which prevailed widely in the 1st centuries of the ancient era and is not wholly extinct in our own day|3|3|40|40|2.93|3.175|1.151|1.199|0.893|0.891|2.224|2.166
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=40_skip=150_cp=112000_mel_text=False_phoneme-without-space_g2p-no-nn_lm-weight=0p3_ctc-weight=0p1/w1=1_w2=0.5_asr_start=320_mask=True/sample_915|16.6667|4|24|but hawkeye who was too much occupied with his own thoughts to note the movement continued speaking more to himself than to his companion|but hawkeye who was too much occupied with his own thoughts to note the sentiment continued speaking with himself and to his companion|3.9183|4.1653|4.3116|4.5709|3.5182|3.7079|4.208|3.6689|4.1014|4.1372|4.312|4.3397|4.4365|4.4996|3.4827|3.5026|3.7081|3.7218|4.1511|4.1785|3.857|3.8708|4.0971|4.2119|4.3156|4.3891|4.4353|4.5609|3.4803|3.5438|3.7099|3.7459|4.1507|4.2039|3.9278|3.866|4.639|4.541|5.108|5.127|0.723|0.741|1.612|1.484|0.0|0.0|but hawkeye who was too much occupied with his own thoughts to note the movement continued speaking more to himself than to his companion|but hawkeye who was too much occupied with his own thoughts to note the movement continued speaking more to himself than to his companion|0|0|24|24|4.639|4.598|1.288|1.351|0.869|0.863|2.088|2.039
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=40_skip=150_cp=112000_mel_text=False_phoneme-without-space_g2p-no-nn_lm-weight=0p3_ctc-weight=0p1/w1=1_w2=0.5_asr_start=320_mask=True/sample_1797|3.4483|1|29|it is by no means always reliable almost everybody has at some time experienced the well known illusion that all that is happening now happened before at some time|it is by no means reliable almost everybody has at some time experienced the well known illusion that all that is happening now happened before at some time|3.6785|3.6513|3.8953|4.194|3.2163|3.4864|4.0346|3.7758|3.8051|3.7157|4.0889|3.9202|4.2054|4.2872|3.3107|3.2563|3.5931|3.5004|4.0425|4.0824|4.1393|4.2551|3.6555|3.7078|4.0048|3.9392|4.033|4.2409|3.2192|3.2506|3.5472|3.5102|3.9521|4.0593|4.0665|4.1452|4.243|4.412|4.851|4.87|0.725|0.742|1.621|1.47|0.0|0.0|it is by no means always reliable almost everybody has at some time experienced the well known illusion that all that is happening now happened before at some time|it is by no means always reliable almost everybody has at some time experienced the well known illusion that all that is happening now happened before at some time|0|0|29|29|4.128|4.175|1.417|1.473|0.884|0.883|2.228|2.186
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=40_skip=150_cp=112000_mel_text=False_phoneme-without-space_g2p-no-nn_lm-weight=0p3_ctc-weight=0p1/w1=1_w2=0.5_asr_start=320_mask=True/sample_526|24.3902|10|41|but when it came to be a question of lighting a scattered suburb a group of dwellings on the outskirts a remote country residence or a farm house the alternating current in all elements save its danger was and is ideal|but when it came to be a question of lighting a scattered sub group of dwellings outskirts a remote residence or farmhouse the alternate current in all elements its danger was and is ideal|3.0171|3.9566|4.0957|4.5233|3.4|3.5966|4.1885|3.7785|3.8115|3.9488|4.042|4.1366|4.3082|4.4266|3.3134|3.3955|3.5668|3.6183|4.0902|4.1465|3.9388|4.0729|3.7485|3.9465|4.0413|4.1491|4.1917|4.4082|3.2755|3.394|3.5666|3.6248|4.0334|4.1381|3.8819|4.0656|4.255|4.233|5.55|5.519|0.776|0.791|1.573|1.45|7.317|7.317|but when it came to be a question of lighting a scattered suburb a group of dwellings on the outskirts a remote country residence or a farmhouse the alternating current in all elements of its danger was and is ideal|but when it came to be a question of lighting a scattered suburb a group of dwellings on the outskirts a remote country residence or a farmhouse the alternating current in all elements of its danger was and is ideal|3|3|41|41|4.189|4.187|1.325|1.364|0.904|0.899|2.107|2.2
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=40_skip=150_cp=112000_mel_text=False_phoneme-without-space_g2p-no-nn_lm-weight=0p3_ctc-weight=0p1/w1=1_w2=0.5_asr_start=320_mask=True/sample_603|9.7561|4|41|the fireball half of it white half azure blue and the size of a 10 inch shell moved slowly about the raft but revolving on its own axis with astonishing velocity as if whipped round by the force of the whirlwind|the fireball half of a night half azure blue and the size of a 10 inch shell move slowly about the round but revolving on its own axis with astonishing velocity as if whipped round by the force of the whirlwind|2.8024|3.4099|3.739|3.8972|3.0624|3.3958|3.8714|3.7268|3.4387|3.4509|3.8072|3.8275|3.8945|3.8559|3.0783|3.0883|3.4336|3.4465|3.8669|3.8484|4.0822|4.0653|3.402|3.4966|3.8275|3.9237|3.7341|3.7506|3.0541|3.118|3.4452|3.5016|3.7698|3.7854|4.1466|4.0225|3.737|3.928|5.714|5.735|0.704|0.734|1.64|1.451|9.756|9.756|the fireball half of a white half azure blue and the size of a 10 inch shell move solely about the range but revolving on its own axis with astonishing velocity as if whipped round by the force of the whirlwind|the fireball half of a white half azure blue and the size of a 10 inch shell move solely about the range but revolving on its own axis with astonishing velocity as if whipped round by the force of the whirlwind|4|4|41|41|3.85|3.924|1.188|1.264|0.914|0.918|2.316|2.276
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=40_skip=150_cp=112000_mel_text=False_phoneme-without-space_g2p-no-nn_lm-weight=0p3_ctc-weight=0p1/w1=1_w2=0.5_asr_start=320_mask=True/sample_1425|16.6667|6|36|it was a look so intelligent yet inexplicable perverse sometimes so malicious but generally accompanied by a wild flow of spirits that hester could not help questioning at such moments whether pearl was a human child|it was a look so intelligent yet inexplicable perverse sometimes suspicious but generally accompanied by a wild flow of spirit that hester could not help questioning at such moments which the girl was a human child|2.8664|3.0405|3.8444|3.0928|2.8114|3.4571|3.3183|3.2682|2.7375|2.9408|4.0765|4.0558|2.3904|2.6669|2.5911|2.7398|3.5861|3.5749|2.6943|2.9538|3.6178|3.4961|2.5629|3.0033|3.9747|4.0665|2.1531|2.7845|2.4597|2.7849|3.5307|3.5805|2.4551|3.0601|3.6777|3.4126|3.382|3.381|6.435|6.483|0.712|0.743|1.519|1.383|19.444|16.667|it was a look so intelligent yet inexplicable or diverse sometimes so delicious but generally accompanied by a wild flow of spirit that hester could not help questioning at such moments when the girl was a human child|it was a look so intelligent yet inexplicable or perverse sometimes so delicious but generally accompanied by a wild flow of spirit that hester could not help questioning at such moments when the girl was a human child|7|6|36|36|3.338|3.377|1.261|1.279|0.88|0.879|2.019|2.016
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=40_skip=150_cp=112000_mel_text=False_phoneme-without-space_g2p-no-nn_lm-weight=0p3_ctc-weight=0p1/w1=1_w2=0.5_asr_start=320_mask=True/sample_1061|18.3673|9|49|he had no friend wise enough to tell him to step into the dorking convention then in session make a sketch of the men and women on the platform and take it to the editor of the daily grapevine and see what he could get a line for it|he had no friend enough to tell him to step into the convention then in the end make a sketch of the men and women on the platform and take it to the editor of the david mcvine and see what he could find for it|2.102|3.0678|3.358|3.789|2.8285|3.1531|3.81|3.1395|3.5806|3.597|3.7414|3.7305|4.3131|4.4145|3.1714|3.1826|3.3961|3.3906|4.0926|4.1409|3.3121|3.3887|3.7303|3.677|3.9021|3.8186|4.346|4.4397|3.264|3.2321|3.4892|3.4415|4.1077|4.1525|3.3872|3.3875|2.546|2.573|5.77|5.798|0.643|0.667|1.66|1.609|18.367|16.326|he had no friend willing enough to tell him to step into his acting convention then instead make a sketch of the men and women on the platform and take it to the editor of the daily oopvine and see what he could find for it|he had no friend willing enough to tell him to step into the acting convention then instead make a sketch of the men and women on the platform and take it to the editor of the daily opvine and see what he could find for it|9|7|49|49|2.521|2.524|1.784|1.845|0.812|0.807|1.965|1.958
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=40_skip=150_cp=112000_mel_text=False_phoneme-without-space_g2p-no-nn_lm-weight=0p3_ctc-weight=0p1/w1=1_w2=0.5_asr_start=320_mask=True/sample_1002|14.2857|5|35|one of his militia generals suggested that the governor should require the outlaws at lawrence and elsewhere to surrender the sharps rifles another wrote asking him to call out the government troops at fort leavenworth|one of his militia generals suggested that the government should require the upper laws at lawrence and elswit to surrender the sharps temples another wrote asking him to call out the government troops at fort leavenworth|3.5844|3.7397|3.9224|4.4|3.2707|3.5013|4.1345|3.8351|3.6378|3.8249|3.9905|4.0693|4.0277|4.282|3.208|3.3226|3.5397|3.5826|3.947|4.0798|4.0943|4.1396|3.5869|3.7678|3.9418|4.0141|3.9915|4.3007|3.1762|3.288|3.5127|3.5526|3.9282|4.0884|4.096|4.1485|4.2|4.383|5.265|5.243|0.685|0.701|1.519|1.334|5.714|11.429|one of his militia generals suggested that the governor should require the outlaws at lawrence and elsewhere to surrender the sharps and evils another wrote asking him to call out the government troops at fort leavenworth|one of his militia generals suggested that the governor should require the other laws at lawrence and elsewhere to surrender the sharps and evils another wrote asking him to call out the government troops at fort leavenworth|2|4|35|35|4.391|4.441|1.456|1.48|0.86|0.863|2.289|2.258
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=40_skip=150_cp=112000_mel_text=False_phoneme-without-space_g2p-no-nn_lm-weight=0p3_ctc-weight=0p1/w1=1_w2=0.5_asr_start=320_mask=True/sample_312|7.6923|2|26|she succeeded in opening the window and the moonlight shone in so brightly that she could distinguish the color of some damask hangings in the room|she succeeded in opening the window and the moonlight shone so brightly that she could distinguish the color of some damask hanging in the room|3.5647|3.8283|4.0614|4.3884|3.3246|3.5783|4.1289|3.9065|3.9753|3.8911|4.2464|4.1588|4.3592|4.2809|3.411|3.3618|3.6752|3.63|4.1165|4.0788|4.2029|4.2053|3.8686|4.0436|4.1803|4.2783|4.2313|4.4202|3.3487|3.4502|3.6413|3.6913|4.0553|4.1442|4.2354|4.2041|4.675|4.537|4.96|5.082|0.774|0.794|1.676|1.597|7.692|7.692|she succeeded in opening the window and the moonlight shone so brightly that she could distinguish the color of some damask hanging in the room|she succeeded in opening the window and the moonlight shone so brightly that she could distinguish the color of some damask hanging in the room|2|2|26|26|4.633|4.515|1.445|1.536|0.872|0.876|2.244|2.328
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=40_skip=150_cp=112000_mel_text=False_phoneme-without-space_g2p-no-nn_lm-weight=0p3_ctc-weight=0p1/w1=1_w2=0.5_asr_start=320_mask=True/sample_847|43.75|7|16|quick quick then among the high reed grass said montalais stoop athenais you are so tall|quick quick then am i redress said montel stoop athene you are so tall|2.8385|3.5009|3.6871|4.2077|3.1215|3.3647|4.0428|4.0419|3.7921|3.7604|4.1234|4.0066|4.1139|4.269|3.3029|3.2838|3.6113|3.5486|3.9952|4.0737|4.0422|4.2297|3.7954|3.8407|4.1158|4.0875|4.1056|4.3074|3.3048|3.332|3.6074|3.5924|3.9904|4.0921|4.1828|4.147|3.154|3.513|4.721|4.718|0.818|0.835|2.151|1.556|37.5|43.75|quick quick then amore i read grass said montelana stoop athene you are so tall|quick quick then amore i regress said montelana stoop athena you are so tall|6|7|16|16|2.973|3.471|1.231|1.302|0.896|0.896|2.785|2.766
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=40_skip=150_cp=112000_mel_text=False_phoneme-without-space_g2p-no-nn_lm-weight=0p3_ctc-weight=0p1/w1=1_w2=0.5_asr_start=320_mask=True/sample_275|30.7692|12|39|every line in which the master traces it even where seemingly negligent is lovely and set down with a meditative calmness which makes these 2 etchings capable of being placed beside the most tranquil work of holbein or duerer|every line in which the master traces it is yet to be seemingly negligent and is to be lovely and set down with a meditative calmness which makes these things capable of being placed beside the most tranquil work of whole by or durer|3.5071|3.3942|3.8988|3.5791|3.0519|3.4885|3.6742|3.8098|3.916|4.0555|4.1852|4.2758|4.3306|4.4464|3.3766|3.4567|3.6437|3.6899|4.1029|4.1552|4.1046|4.0824|4.0377|4.0976|4.2828|4.2937|4.4115|4.4715|3.4467|3.4806|3.6936|3.699|4.1397|4.1659|4.0676|4.0682|4.233|4.373|5.678|5.658|0.663|0.683|1.428|1.342|10.256|10.256|every line in which the master traces it even though seemingly negligent been lovely and set down with a meditative calmness which makes these 2 things capable of being placed beside the most tranquil work of holbein or durer|every line in which the master traces it even though seemingly negligent been lovely and set down with a meditative calmness which makes these 2 things capable of being placed beside the most tranquil work of holbein or durer|4|4|39|39|4.149|4.341|1.201|1.283|0.87|0.864|2.037|2.089
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=40_skip=150_cp=112000_mel_text=False_phoneme-without-space_g2p-no-nn_lm-weight=0p3_ctc-weight=0p1/w1=1_w2=0.5_asr_start=320_mask=True/sample_833|23.8095|5|21|to say nothing said montalais so that when mademoiselle de tonnay charente thinks athenais is the only one who knows it|to say nothing said montagny so that when mademoiselle d echerant thinks athenian is the only one who knows it|3.6642|3.8901|4.0888|4.3655|3.3613|3.593|4.119|3.7936|3.7819|4.0714|4.0642|4.2872|4.1732|4.4282|3.2968|3.4659|3.5799|3.6958|4.0259|4.1476|4.0409|4.1121|3.8731|4.0529|4.1332|4.2754|4.262|4.415|3.3513|3.4554|3.6166|3.6898|4.0702|4.1416|4.1128|4.1712|3.976|4.29|5.289|5.299|0.767|0.797|1.91|1.619|28.571|19.048|to say nothing said montagny so that when maud moselle did what charente thinks athenthine is the only one who knows it|to say nothing said montagny so that when mademoiselle did what charente thinks athenthein is the only one who knows it|6|4|21|21|3.763|4.079|1.348|1.403|0.833|0.832|2.209|2.266
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=40_skip=150_cp=112000_mel_text=False_phoneme-without-space_g2p-no-nn_lm-weight=0p3_ctc-weight=0p1/w1=1_w2=0.5_asr_start=320_mask=True/sample_2061|20.8333|5|24|the princess sat down under a blue canopy with bouquets of roses and she let anders sit in a golden chair by her side|the princess sat down under a blue canopy with both trees of roses and she and her sis in a golden chair by her side|3.3705|4.0245|4.2127|4.5388|3.4392|3.6579|4.1949|3.8076|3.7172|3.889|3.9561|4.0967|4.2592|4.4405|3.2574|3.3606|3.5207|3.5972|4.0689|4.1531|4.1664|4.0781|3.8538|3.9011|4.0705|4.1087|4.3615|4.4359|3.3399|3.3677|3.5833|3.6036|4.1174|4.151|4.1356|4.058|4.416|4.257|5.42|5.383|0.68|0.695|1.476|1.337|8.333|8.333|the princess sat down under a blue canopy with bouquets of roses and she and her sit in a golden chair by her side|the princess sat down under a blue canopy with bouquets of roses and she and her sit in a golden chair by her side|2|2|24|24|4.217|4.232|1.428|1.491|0.84|0.835|1.973|1.916
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=40_skip=150_cp=112000_mel_text=False_phoneme-without-space_g2p-no-nn_lm-weight=0p3_ctc-weight=0p1/w1=1_w2=0.5_asr_start=320_mask=True/sample_1784|4.5455|1|22|i come now to the other characteristic which memory images must have in order to account for our knowledge of the past|i come now to the other characteristic which memory changes must have in order to account for our knowledge of the past|3.3465|3.743|3.9337|4.3585|3.2729|3.5078|4.1159|3.8704|3.8281|3.8047|4.1214|4.1122|4.1805|4.1147|3.3243|3.3105|3.6104|3.6055|4.0287|3.9956|4.007|4.0911|3.7461|3.8178|4.0798|4.1358|4.0629|4.0915|3.275|3.3183|3.5883|3.618|3.9677|3.983|4.0446|4.1177|4.227|4.395|5.076|5.114|0.742|0.768|1.502|1.372|0.0|0.0|i come now to the other characteristic which memory images must have in order to account for our knowledge of the past|i come now to the other characteristic which memory images must have in order to account for our knowledge of the past|0|0|22|22|4.148|4.216|1.035|1.112|0.914|0.908|2.326|2.44
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=40_skip=150_cp=112000_mel_text=False_phoneme-without-space_g2p-no-nn_lm-weight=0p3_ctc-weight=0p1/w1=1_w2=0.5_asr_start=320_mask=True/sample_5|16.6667|5|30|a stage meal is popular because it proves to the audience that the actors even when called charles hawtrey or owen nares are real people just like you and me|a stage meal is popular as it proves to the audience that the actor even when called charles houghton or owen nairz are people just like you and me|3.6925|3.954|4.0957|4.4501|3.3987|3.5968|4.1574|4.0157|4.0153|4.0478|4.2227|4.2|4.3632|4.5187|3.434|3.4526|3.6631|3.6515|4.1184|4.1867|4.3311|4.1324|3.9775|4.005|4.1831|4.1472|4.3673|4.4405|3.4123|3.4281|3.6427|3.624|4.1202|4.1532|4.2954|4.204|4.286|4.179|5.368|5.358|0.725|0.751|1.668|1.466|10.0|6.667|a stage meal is popular because it proves to the audience that the actors even one called charles holloway or owen nares are some people just like you and me|a stage meal is popular because it proves to the audience that the actors even when called charles holloway or owen nares are some people just like you and me|3|2|30|30|4.286|4.185|1.389|1.436|0.909|0.906|2.284|2.239
